ROI,theta_mean,mean_velocity,ca
before,98.71888329257142,0.0004227546666666,8.824762981774954e-06
before,97.92328246120204,0.0004227546666666,8.824762981774954e-06
before,98.79352445629058,0.0004227546666666,8.824762981774954e-06
before,98.29863681046989,0.0004227546666666,8.824762981774954e-06
before,97.50563530899016,0.0004227546666666,8.824762981774954e-06
before,97.72077450784109,0.0004227546666666,8.824762981774954e-06
before,97.9050630052703,0.0004227546666666,8.824762981774954e-06
before,97.23105587352698,0.0004227546666666,8.824762981774954e-06
before,98.83720369274955,0.0004227546666666,8.824762981774954e-06
before,99.84219482004544,0.0004227546666666,8.824762981774954e-06
before,98.3287751660388,0.0004227546666666,8.824762981774954e-06
before,97.15782443123192,0.0004227546666666,8.824762981774954e-06
before,97.1009027098421,0.0004227546666666,8.824762981774954e-06
before,99.12903433243132,0.0004227546666666,8.824762981774954e-06
before,97.41742918129408,0.0004227546666666,8.824762981774954e-06
before,97.37333586129157,0.0004227546666666,8.824762981774954e-06
before,97.78563520845768,0.0004227546666666,8.824762981774954e-06
before,97.91690483179818,0.0004227546666666,8.824762981774954e-06
before,97.27623861626446,0.0004227546666666,8.824762981774954e-06
before,97.99181162121452,0.0004227546666666,8.824762981774954e-06
before,97.79386867588696,0.0004227546666666,8.824762981774954e-06
before,98.75388291823484,0.0004227546666666,8.824762981774954e-06
before,98.10515982519196,0.0004227546666666,8.824762981774954e-06
before,97.5715713247279,0.0004227546666666,8.824762981774954e-06
before,97.77043264682248,0.0004227546666666,8.824762981774954e-06
before,97.81492772412552,0.0004227546666666,8.824762981774954e-06
before,98.9349527493836,0.0004227546666666,8.824762981774954e-06
before,98.95004803797217,0.0004227546666666,8.824762981774954e-06
before,99.11357849652153,0.0004227546666666,8.824762981774954e-06
before,99.31750604990032,0.0004227546666666,8.824762981774954e-06
before,98.51981826289033,0.0004227546666666,8.824762981774954e-06
before,98.7321449943524,0.0004227546666666,8.824762981774954e-06
before,98.93570436849264,0.0004227546666666,8.824762981774954e-06
before,99.3482324395318,0.0004227546666666,8.824762981774954e-06
before,99.45066810720184,0.0004227546666666,8.824762981774954e-06
before,98.76861202573863,0.0004227546666666,8.824762981774954e-06
before,98.68405485646826,0.0004227546666666,8.824762981774954e-06
before,98.4766829096621,0.0004227546666666,8.824762981774954e-06
before,98.5058096793129,0.0004227546666666,8.824762981774954e-06
before,99.7823041725362,0.0004227546666666,8.824762981774954e-06
before,99.02803173007696,0.0004227546666666,8.824762981774954e-06
before,99.10570924118166,0.0004227546666666,8.824762981774954e-06
before,99.44994838938312,0.0004227546666666,8.824762981774954e-06
before,98.9505890784662,0.0004227546666666,8.824762981774954e-06
before,100.0119856742008,0.0004227546666666,8.824762981774954e-06
before,98.05867971938748,0.0004227546666666,8.824762981774954e-06
before,98.5796123939675,0.0004272329999999,8.824762981774954e-06
before,99.9974763285464,0.0004272329999999,8.824762981774954e-06
before,104.07766806591184,0.0004272329999999,8.824762981774954e-06
before,98.28697137709396,0.0004272329999999,8.824762981774954e-06
before,97.896742520456,0.0004272329999999,8.824762981774954e-06
before,103.95545632146153,0.0004272329999999,8.824762981774954e-06
before,103.47546807520231,0.0004272329999999,8.824762981774954e-06
before,100.32637755381614,0.0004272329999999,8.824762981774954e-06
before,100.55176329627956,0.0004272329999999,8.824762981774954e-06
before,103.57985010197254,0.0004272329999999,8.824762981774954e-06
before,101.95515875834842,0.0004272329999999,8.824762981774954e-06
before,101.36290990287016,0.0004272329999999,8.824762981774954e-06
before,97.72526077160344,0.0004272329999999,8.824762981774954e-06
before,101.95580431530652,0.0004272329999999,8.824762981774954e-06
before,97.41263344894664,0.0004272329999999,8.824762981774954e-06
before,100.34756022939516,0.0004272329999999,8.824762981774954e-06
before,99.217503316192,0.0004272329999999,8.824762981774954e-06
before,101.26724157270124,0.0004272329999999,8.824762981774954e-06
before,100.6940767750838,0.0004272329999999,8.824762981774954e-06
before,98.26633119295984,0.0004272329999999,8.824762981774954e-06
before,101.56270472600022,0.0004272329999999,8.824762981774954e-06
before,101.20274813773442,0.0004272329999999,8.824762981774954e-06
before,102.1205523010378,0.0004272329999999,8.824762981774954e-06
before,100.65634286422788,0.0004272329999999,8.824762981774954e-06
before,101.61841425108987,0.0004272329999999,8.824762981774954e-06
before,100.36735013283332,0.0004272329999999,8.824762981774954e-06
before,103.65606602345116,0.0004272329999999,8.824762981774954e-06
before,100.5798479824122,0.0004272329999999,8.824762981774954e-06
before,102.15278226591757,0.0004272329999999,8.824762981774954e-06
before,100.8233028554799,0.0004272329999999,8.824762981774954e-06
before,99.90860059485266,0.0004272329999999,8.824762981774954e-06
before,100.22724463034416,0.0004272329999999,8.824762981774954e-06
before,99.13039250565627,0.0004272329999999,8.824762981774954e-06
before,97.91926827647671,0.0004272329999999,8.824762981774954e-06
before,99.7095723725761,0.0004272329999999,8.824762981774954e-06
before,101.28976044623452,0.0004272329999999,8.824762981774954e-06
before,96.77282940209707,0.0004272329999999,8.824762981774954e-06
before,103.62098573023866,0.0004272329999999,8.824762981774954e-06
before,94.9267731117436,0.00043327875,8.824762981774954e-06
before,95.70490730351358,0.00043327875,8.824762981774954e-06
before,96.42757435496438,0.00043327875,8.824762981774954e-06
before,96.67864252373518,0.00043327875,8.824762981774954e-06
before,96.58599698806862,0.00043327875,8.824762981774954e-06
before,97.63768377539756,0.00043327875,8.824762981774954e-06
before,98.22630867694562,0.00043327875,8.824762981774954e-06
before,96.75138894383164,0.00043327875,8.824762981774954e-06
before,96.50046063579312,0.00043327875,8.824762981774954e-06
before,96.77482243686794,0.00043327875,8.824762981774954e-06
before,96.15180052334496,0.00043327875,8.824762981774954e-06
before,97.16290580097278,0.00043327875,8.824762981774954e-06
before,97.460736866032,0.00043327875,8.824762981774954e-06
before,97.70278433077638,0.00043327875,8.824762981774954e-06
before,97.63398387968492,0.00043327875,8.824762981774954e-06
before,97.9336366986333,0.00043327875,8.824762981774954e-06
before,98.56345761303572,0.00043327875,8.824762981774954e-06
before,96.07414316512984,0.00043327875,8.824762981774954e-06
before,96.22854453316587,0.00043327875,8.824762981774954e-06
before,96.04908710121578,0.00043327875,8.824762981774954e-06
before,96.9825212402236,0.00043327875,8.824762981774954e-06
before,97.67013220778946,0.00043327875,8.824762981774954e-06
before,96.0742422144433,0.00043327875,8.824762981774954e-06
before,96.32212930885832,0.00043327875,8.824762981774954e-06
before,95.174184720824,0.00043327875,8.824762981774954e-06
before,94.52594150599012,0.00043327875,8.824762981774954e-06
before,95.82878240549846,0.00043327875,8.824762981774954e-06
before,95.86477688596526,0.00043327875,8.824762981774954e-06
before,96.47336513368184,0.00043327875,8.824762981774954e-06
before,96.60004067065076,0.00043327875,8.824762981774954e-06
before,95.66488380312308,0.00043327875,8.824762981774954e-06
before,95.90238488489422,0.00043327875,8.824762981774954e-06
before,96.24352492108012,0.00043327875,8.824762981774954e-06
before,96.36793570672576,0.00043327875,8.824762981774954e-06
before,96.03543417593312,0.00043327875,8.824762981774954e-06
before,95.4666845974106,0.00043327875,8.824762981774954e-06
before,96.65418763381456,0.00043327875,8.824762981774954e-06
before,97.21424618469833,0.00043327875,8.824762981774954e-06
before,97.41735107932354,0.00043327875,8.824762981774954e-06
before,96.04437674012078,0.00043327875,8.824762981774954e-06
before,97.98724169523462,0.00043327875,8.824762981774954e-06
before,93.5490378765565,0.0004352939999999,8.824762981774954e-06
before,94.67084178020367,0.0004352939999999,8.824762981774954e-06
before,95.4932057454344,0.0004352939999999,8.824762981774954e-06
before,94.23940596401305,0.0004352939999999,8.824762981774954e-06
before,94.06184475567775,0.0004352939999999,8.824762981774954e-06
before,93.93268091544684,0.0004352939999999,8.824762981774954e-06
before,93.91190426943646,0.0004352939999999,8.824762981774954e-06
before,93.37589988989473,0.0004352939999999,8.824762981774954e-06
before,99.80374994238366,0.0004352939999999,8.824762981774954e-06
before,93.11772984938747,0.0004352939999999,8.824762981774954e-06
before,92.2371420390123,0.0004352939999999,8.824762981774954e-06
before,94.42330370203852,0.0004352939999999,8.824762981774954e-06
before,94.9326406585272,0.0004352939999999,8.824762981774954e-06
before,94.366070364333,0.0004352939999999,8.824762981774954e-06
before,95.56068359280496,0.0004352939999999,8.824762981774954e-06
before,95.19069220757316,0.0004352939999999,8.824762981774954e-06
before,94.83802961971357,0.0004352939999999,8.824762981774954e-06
before,94.780238383441,0.0004352939999999,8.824762981774954e-06
before,94.99220219366616,0.0004352939999999,8.824762981774954e-06
before,93.70498782140304,0.0004352939999999,8.824762981774954e-06
before,93.74580904153328,0.0004352939999999,8.824762981774954e-06
before,94.56468819780704,0.0004352939999999,8.824762981774954e-06
before,93.27696181232936,0.0004352939999999,8.824762981774954e-06
before,93.9463816523201,0.0004352939999999,8.824762981774954e-06
before,95.74992305354893,0.0004352939999999,8.824762981774954e-06
before,93.5308453844002,0.0004352939999999,8.824762981774954e-06
before,95.84064269815372,0.0004352939999999,8.824762981774954e-06
before,94.9182944039232,0.0004352939999999,8.824762981774954e-06
before,94.60249807482538,0.0004352939999999,8.824762981774954e-06
before,95.886400968909,0.0004352939999999,8.824762981774954e-06
before,94.92627100059168,0.0004352939999999,8.824762981774954e-06
before,95.01233946278136,0.0004352939999999,8.824762981774954e-06
before,95.27539381102108,0.0004352939999999,8.824762981774954e-06
before,96.7508252872685,0.0004352939999999,8.824762981774954e-06
before,96.3626130421759,0.0004352939999999,8.824762981774954e-06
before,96.49200306037278,0.0004352939999999,8.824762981774954e-06
before,94.54324653045434,0.0004352939999999,8.824762981774954e-06
before,95.98767451267248,0.0004352939999999,8.824762981774954e-06
before,94.9266531825702,0.0004352939999999,8.824762981774954e-06
before,96.86292676875904,0.0004352939999999,8.824762981774954e-06
before,94.75431777928696,0.0004352939999999,8.824762981774954e-06
before,94.48525882307348,0.0004352939999999,8.824762981774954e-06
before,101.05867922579456,0.0004352939999999,8.824762981774954e-06
before,96.25286450682124,0.0004352939999999,8.824762981774954e-06
before,95.00162239346292,0.0004352939999999,8.824762981774954e-06
before,95.80191755263256,0.0004352939999999,8.824762981774954e-06
before,92.96331701986624,0.0004352939999999,8.824762981774954e-06
before,93.1886481352718,0.0004352939999999,8.824762981774954e-06
before,94.4307809416904,0.0004352939999999,8.824762981774954e-06
before,93.6227083289775,0.0004352939999999,8.824762981774954e-06
before,94.7608346529674,0.0004352939999999,8.824762981774954e-06
